anios	trabajo	estado	contacto	mes	dia	cambios	problemas	cantidad
42	administrator	married	telephone	jun	tue	604	14	5228.1
68	retired	married	cellular	oct	tue	88	1	5017.5
58	housemaid	single	cellular	apr	mon	158	2	5008.7
24	teacher	single	telephone	may	fri	7	4	5099.1
31	management	married	cellular	nov	mon	37	1	5195.8
43	teacher	married	cellular	may	mon	99	2	5099.1
32	teacher	married	telephone	may	thu	128	3	5191
29	administrator	single	cellular	nov	thu	23	2	5195.8
53	technician	married	telephone	jul	thu	144	1	5228.1
38	administrator	married	cellular	aug	mon	65	4	5228.1
49	technician	divorced	cellular	aug	thu	127	3	5228.1
40	teacher	married	telephone	may	fri	236	2	5191
23	administrator	married	telephone	jun	mon	266	3	5228.1
28	administrator	single	cellular	jul	thu	395	2	5228.1
54	management	married	cellular	aug	wed	990	1	5228.1
38	teacher	divorced	cellular	apr	mon	37	1	5099.1
48	unemployed	married	cellular	may	wed	236	1	5008.7
48	teacher	married	cellular	jul	mon	122	5	5228.1
46	management	married	cellular	may	wed	172	4	5099.1
42	independent	married	telephone	oct	fri	478	1	5195.8
50	independent	married	telephone	jun	tue	157	1	5228.1
30	administrator	single	telephone	may	thu	107	2	5191
46	teacher	married	cellular	aug	fri	119	1	5228.1
60	administrator	single	cellular	may	thu	87	1	5099.1
36	technician	married	telephone	nov	mon	206	1	5195.8
55	entrepreneur	married	cellular	jul	fri	243	2	5228.1
37	technician	married	telephone	jun	fri	26	6	5228.1
32	teacher	married	telephone	jun	fri	93	2	5228.1
37	teacher	married	cellular	jul	wed	91	1	5228.1
37	technician	single	cellular	nov	fri	347	1	5195.8
49	services	married	telephone	may	fri	108	1	5191
49	retired	single	cellular	jul	fri	802	1	5228.1
57	technician	married	telephone	jun	mon	215	3	5228.1
28	administrator	married	telephone	jun	wed	206	4	5076.2
24	unknown	single	cellular	jun	tue	74	1	5076.2
34	technician	single	cellular	jul	wed	100	2	5228.1
48	technician	married	cellular	aug	mon	711	1	5076.2
27	administrator	single	cellular	jul	mon	537	1	4991.6
44	teacher	divorced	cellular	may	thu	877	3	5099.1
34	teacher	married	cellular	apr	mon	86	2	5099.1
34	administrator	married	cellular	nov	mon	92	1	5195.8
39	administrator	married	cellular	aug	thu	315	2	5076.2
33	teacher	married	cellular	aug	tue	253	4	4991.6
53	entrepreneur	married	telephone	nov	fri	228	6	5195.8
34	administrator	single	cellular	may	mon	283	1	5099.1
39	entrepreneur	married	cellular	sep	tue	531	2	5017.5
36	teacher	married	cellular	may	tue	415	1	5099.1
51	housemaid	married	cellular	jul	thu	97	1	5076.2
59	retired	married	cellular	aug	wed	292	2	5228.1
33	technician	single	cellular	aug	wed	84	1	5228.1
63	teacher	married	cellular	aug	fri	107	3	5076.2
42	entrepreneur	married	cellular	apr	thu	127	2	5099.1
51	services	married	telephone	may	wed	92	1	5191
49	services	divorced	telephone	may	tue	259	1	5191
34	services	divorced	telephone	may	thu	293	2	5191
33	administrator	single	cellular	mar	tue	406	2	5099.1
41	technician	married	telephone	may	mon	677	1	5191
29	technician	single	telephone	may	wed	199	2	5191
35	technician	married	cellular	jul	thu	126	4	5228.1
51	teacher	married	cellular	aug	fri	146	2	5228.1
36	housemaid	married	cellular	jul	mon	137	1	5228.1
34	teacher	single	cellular	may	tue	483	1	5099.1
53	administrator	married	cellular	aug	mon	358	3	5228.1
40	teacher	single	cellular	apr	wed	274	1	5099.1
36	teacher	married	telephone	may	fri	109	2	5191
33	teacher	married	cellular	jul	mon	387	2	5228.1
30	services	married	telephone	jun	wed	421	2	5228.1
54	teacher	married	cellular	jul	mon	144	2	5228.1
32	unemployed	married	cellular	aug	thu	72	2	5228.1
51	administrator	divorced	cellular	aug	fri	80	1	5228.1
51	administrator	divorced	telephone	jun	tue	528	2	5228.1
54	technician	married	telephone	may	tue	120	2	5191
23	teacher	single	telephone	jun	thu	359	1	5228.1
38	administrator	single	telephone	may	fri	198	1	5191
45	housemaid	married	cellular	aug	tue	148	1	5228.1
33	services	married	telephone	jul	tue	102	1	5228.1
55	unknown	married	cellular	aug	fri	105	1	5228.1
40	management	married	telephone	may	fri	166	1	5191
32	entrepreneur	married	cellular	may	fri	416	1	5099.1
29	teacher	married	telephone	jun	fri	139	2	5228.1
63	retired	married	cellular	apr	thu	198	1	5099.1
31	technician	divorced	cellular	aug	fri	129	3	5228.1
51	teacher	married	cellular	jul	fri	46	1	5228.1
29	administrator	single	telephone	may	fri	98	1	5191
53	retired	married	telephone	may	wed	591	3	5191
32	unemployed	single	cellular	may	thu	213	1	5099.1
35	administrator	married	telephone	jun	fri	78	4	5228.1
39	services	married	cellular	may	thu	328	2	5008.7
42	housemaid	single	telephone	may	tue	198	1	5191
39	administrator	married	cellular	apr	wed	286	2	5099.1
30	teacher	married	cellular	jul	tue	336	7	5228.1
31	housemaid	single	cellular	nov	mon	159	4	4963.6
37	teacher	married	telephone	may	fri	286	1	5191
55	housemaid	married	cellular	jul	wed	705	1	5228.1
25	student	single	cellular	aug	fri	121	1	5076.2
32	administrator	married	telephone	aug	wed	328	1	5076.2
37	teacher	married	telephone	jun	thu	280	1	5228.1
53	teacher	divorced	telephone	jun	mon	57	1	5228.1
40	technician	married	telephone	may	tue	26	1	5191
44	technician	divorced	cellular	aug	wed	418	4	5228.1
50	housemaid	married	cellular	jul	wed	462	1	4991.6
39	teacher	married	cellular	may	tue	494	1	5099.1
52	management	married	telephone	may	mon	268	4	5191
46	management	married	cellular	nov	wed	248	1	5195.8
28	teacher	single	cellular	jul	fri	803	1	5228.1
25	housemaid	married	telephone	may	fri	263	2	5191
37	teacher	single	cellular	jul	wed	156	1	5228.1
33	administrator	divorced	telephone	apr	fri	392	3	5099.1
26	teacher	single	cellular	may	fri	49	3	5099.1
28	independent	single	telephone	may	tue	125	3	5191
26	student	single	cellular	may	thu	306	1	5099.1
36	services	single	telephone	may	mon	210	1	5191
31	technician	married	cellular	aug	thu	197	2	5228.1
34	technician	married	telephone	jun	mon	142	2	5228.1
51	administrator	married	cellular	aug	tue	178	4	5228.1
27	administrator	married	cellular	may	wed	77	4	5099.1
34	technician	married	telephone	may	tue	162	1	5191
29	unemployed	married	cellular	may	fri	298	1	5099.1
43	teacher	married	telephone	may	thu	534	2	5191
26	administrator	single	cellular	may	mon	76	2	5099.1
58	housemaid	married	cellular	aug	wed	84	3	5228.1
51	entrepreneur	divorced	telephone	may	tue	141	6	5191
44	administrator	married	cellular	jul	tue	263	2	5228.1
50	administrator	married	cellular	aug	tue	178	1	5228.1
25	teacher	married	telephone	may	fri	94	2	5191
60	retired	divorced	telephone	may	wed	478	2	5191
46	administrator	single	telephone	jun	mon	24	1	5228.1
63	unknown	married	cellular	sep	thu	268	1	5017.5
28	administrator	single	telephone	may	thu	376	2	5191
53	teacher	married	telephone	may	tue	755	1	5191
29	technician	single	cellular	nov	tue	127	1	5195.8
42	teacher	married	cellular	apr	mon	220	3	5099.1
46	entrepreneur	married	cellular	nov	mon	333	2	5195.8
31	teacher	married	cellular	may	fri	191	1	5099.1
51	administrator	married	cellular	aug	wed	96	1	5228.1
43	administrator	married	cellular	aug	mon	149	1	5228.1
19	student	single	cellular	mar	tue	136	1	5099.1
54	services	married	telephone	jul	thu	105	1	5228.1
36	teacher	married	cellular	may	thu	25	1	5099.1
29	services	single	cellular	jul	mon	105	2	5228.1
27	services	single	cellular	may	fri	472	6	5099.1
35	administrator	married	telephone	may	tue	122	2	5099.1
36	teacher	married	telephone	may	fri	189	2	5191
43	administrator	divorced	cellular	jul	mon	96	3	5228.1
28	services	married	cellular	jul	thu	612	2	5228.1
47	teacher	married	telephone	jun	thu	786	1	5228.1
60	technician	married	cellular	oct	thu	133	6	5017.5
57	management	married	cellular	jul	tue	101	1	5228.1
37	services	married	cellular	may	wed	317	1	5099.1
25	services	single	telephone	jun	thu	180	1	4991.6
41	teacher	married	cellular	may	tue	178	3	5099.1
47	management	married	telephone	jun	mon	74	2	5228.1
33	services	married	cellular	jul	fri	396	1	5228.1
29	teacher	single	cellular	jul	mon	189	3	5228.1
60	retired	married	cellular	aug	fri	155	2	5228.1
39	administrator	married	cellular	apr	tue	308	2	5099.1
43	management	married	cellular	jul	tue	217	1	5228.1
29	teacher	married	telephone	may	wed	168	3	5191
25	student	single	cellular	oct	fri	234	1	4963.6
62	services	married	cellular	nov	wed	154	5	4963.6
45	services	married	telephone	may	thu	60	1	5191
36	services	married	telephone	may	wed	376	2	5191
47	teacher	married	cellular	may	thu	14	3	5099.1
38	administrator	divorced	cellular	jul	mon	125	2	5228.1
33	administrator	single	cellular	apr	thu	305	3	5008.7
37	technician	divorced	cellular	aug	fri	780	2	5228.1
57	management	divorced	telephone	may	tue	35	1	5191
27	administrator	single	cellular	jul	tue	297	1	5228.1
46	administrator	married	cellular	aug	thu	63	1	5228.1
39	management	divorced	telephone	may	tue	197	2	5191
26	teacher	single	cellular	may	fri	245	9	5099.1
50	teacher	married	cellular	apr	fri	100	3	5099.1
50	technician	divorced	cellular	aug	wed	119	1	5228.1
40	technician	single	telephone	jun	mon	123	4	5228.1
45	technician	single	telephone	may	tue	133	1	5191
37	management	married	cellular	apr	fri	445	1	5099.1
54	administrator	married	cellular	nov	tue	399	2	5195.8
34	technician	married	telephone	aug	thu	122	1	5228.1
51	administrator	married	cellular	aug	tue	178	4	5228.1
47	services	divorced	telephone	may	wed	125	1	5191
38	administrator	married	cellular	jul	wed	311	3	5228.1
31	technician	single	cellular	jul	fri	800	6	5228.1
42	technician	single	cellular	jul	tue	179	6	5228.1
57	administrator	married	telephone	may	mon	212	1	5191
28	teacher	single	telephone	may	fri	159	2	5191
38	teacher	single	telephone	jul	thu	114	4	5228.1
44	teacher	married	telephone	may	fri	230	1	5191
39	entrepreneur	married	telephone	sep	wed	511	3	4963.6
29	technician	married	cellular	nov	fri	210	1	5017.5
60	administrator	divorced	cellular	may	fri	99	1	5099.1
32	teacher	married	telephone	may	fri	244	1	5191
45	teacher	married	telephone	may	wed	246	2	5191
32	teacher	married	cellular	may	wed	230	1	5099.1
52	management	married	cellular	aug	mon	1488	2	5228.1
56	technician	married	cellular	jul	mon	230	2	4991.6
20	teacher	married	cellular	jul	tue	285	1	5228.1
28	management	married	telephone	may	wed	249	1	5191
56	teacher	married	cellular	aug	thu	89	2	5228.1
28	services	married	cellular	jul	tue	262	1	5228.1
20	student	single	cellular	apr	tue	240	1	5008.7
41	technician	married	cellular	jul	thu	410	3	5228.1
29	technician	single	cellular	may	mon	170	1	5099.1
32	teacher	divorced	telephone	may	tue	309	2	5191
35	technician	single	cellular	aug	mon	176	3	5228.1
44	administrator	single	cellular	jul	mon	919	2	5228.1
40	administrator	divorced	cellular	may	thu	688	2	5099.1
45	retired	married	cellular	may	fri	102	1	5099.1
51	technician	married	cellular	aug	thu	81	2	5228.1
31	teacher	married	cellular	nov	thu	277	1	5195.8
30	services	single	cellular	apr	fri	186	2	5099.1
39	administrator	married	cellular	nov	wed	171	2	5195.8
42	teacher	married	telephone	may	tue	264	1	5191
28	teacher	married	cellular	may	wed	98	2	5099.1
37	teacher	married	cellular	may	mon	170	3	5099.1
36	administrator	married	cellular	oct	wed	133	1	5017.5
54	technician	divorced	cellular	dec	mon	164	1	5023.5
29	administrator	single	telephone	may	wed	272	1	5191
57	unemployed	married	cellular	nov	fri	48	1	5195.8
52	teacher	married	cellular	jul	fri	2015	1	5228.1
42	teacher	married	telephone	jun	tue	94	2	5228.1
46	teacher	single	cellular	jul	mon	341	3	5228.1
39	housemaid	married	telephone	may	wed	536	7	5191
37	administrator	married	telephone	jun	mon	599	3	5228.1
39	administrator	married	cellular	may	mon	1063	5	5099.1
37	independent	married	telephone	may	fri	254	1	5191
67	retired	married	telephone	apr	wed	47	2	5099.1
32	management	married	telephone	may	tue	64	3	5191
37	teacher	married	telephone	jun	tue	138	3	5228.1
31	independent	divorced	cellular	may	fri	12	10	5099.1
32	teacher	single	cellular	jul	tue	145	12	5228.1
41	housemaid	married	telephone	jun	fri	126	1	5228.1
47	unknown	married	cellular	aug	wed	111	5	5228.1
35	entrepreneur	married	cellular	may	thu	111	2	5099.1
53	teacher	married	cellular	jul	fri	386	2	5228.1
55	technician	married	telephone	may	tue	58	2	5191
42	teacher	married	telephone	may	tue	199	1	5191
41	technician	married	telephone	may	mon	677	1	5191
36	entrepreneur	married	telephone	may	wed	386	3	5191
27	teacher	single	telephone	oct	mon	3284	1	5195.8
39	technician	married	cellular	jul	thu	1461	4	5228.1
26	technician	married	cellular	may	fri	264	2	5099.1
37	administrator	single	cellular	may	fri	165	3	5099.1
59	retired	married	cellular	aug	mon	67	6	5228.1
46	entrepreneur	married	cellular	may	tue	366	1	5099.1
48	teacher	married	cellular	aug	mon	9	6	5228.1
59	administrator	married	telephone	jun	mon	204	4	5228.1
44	teacher	married	telephone	may	mon	281	1	5191
29	administrator	single	cellular	may	wed	118	1	5099.1
27	student	single	telephone	jun	thu	84	3	5228.1
37	technician	single	cellular	apr	thu	44	2	5099.1
38	teacher	single	telephone	may	wed	294	2	5191
41	administrator	divorced	cellular	aug	thu	231	2	4991.6
43	management	married	cellular	nov	tue	99	1	5195.8
37	teacher	married	telephone	may	thu	364	4	5191
31	technician	married	cellular	mar	wed	625	4	5008.7
43	management	married	telephone	may	mon	134	1	5191
37	teacher	single	telephone	may	fri	121	1	5191
38	administrator	married	telephone	jun	thu	605	1	5228.1
30	management	single	cellular	nov	tue	322	1	5195.8
22	student	single	telephone	aug	mon	297	1	5076.2
56	administrator	single	cellular	mar	wed	175	1	5008.7
57	entrepreneur	married	telephone	jun	fri	850	3	5228.1
50	administrator	married	cellular	jul	thu	356	1	5076.2
53	teacher	divorced	telephone	jul	tue	341	6	5228.1
49	unknown	married	telephone	jun	wed	152	9	5228.1
55	administrator	married	cellular	nov	wed	123	2	5195.8
30	technician	single	cellular	aug	fri	22	13	5228.1
36	teacher	single	telephone	jun	thu	762	3	5228.1
26	technician	single	cellular	jul	thu	588	3	4991.6
42	entrepreneur	married	cellular	oct	wed	122	3	5017.5
42	technician	married	cellular	aug	thu	111	1	5228.1
46	administrator	married	cellular	jul	tue	112	2	5228.1
31	teacher	married	cellular	may	thu	204	2	5099.1
33	independent	married	cellular	aug	fri	116	1	5228.1
32	independent	married	telephone	jun	tue	129	1	5228.1
41	teacher	married	cellular	jul	tue	97	3	5228.1
38	unknown	married	telephone	jun	wed	75	3	5228.1
25	administrator	single	cellular	jul	thu	14	28	5228.1
42	teacher	married	cellular	apr	mon	89	3	5099.1
31	administrator	married	telephone	jun	tue	166	2	5228.1
38	administrator	single	cellular	may	mon	98	5	5099.1
56	administrator	married	cellular	apr	thu	299	2	5099.1
27	services	single	telephone	jul	fri	433	1	5228.1
50	management	married	telephone	apr	fri	198	1	5099.1
29	administrator	single	telephone	jun	tue	816	2	5228.1
29	administrator	single	cellular	jul	fri	837	8	5228.1
35	technician	single	cellular	may	mon	146	2	5099.1
44	administrator	divorced	cellular	aug	mon	99	2	5228.1
39	entrepreneur	married	cellular	may	wed	419	2	5099.1
26	entrepreneur	single	telephone	may	wed	331	2	5191
44	teacher	married	cellular	aug	mon	378	2	5228.1
57	independent	married	telephone	may	tue	122	1	5191
44	administrator	married	telephone	jun	fri	8	10	5228.1
42	teacher	single	telephone	jul	tue	126	1	5228.1
54	teacher	married	cellular	aug	wed	99	3	5228.1
43	teacher	married	telephone	may	thu	609	2	5191
37	technician	married	cellular	aug	mon	121	2	5228.1
57	retired	married	cellular	aug	tue	222	1	5228.1
55	retired	married	cellular	jul	tue	599	4	5228.1
34	teacher	divorced	cellular	jul	thu	181	1	5228.1
40	administrator	single	telephone	may	mon	194	3	5191
62	unknown	married	cellular	jun	thu	277	3	5076.2
46	administrator	single	telephone	may	thu	78	4	5191
41	teacher	married	cellular	may	wed	256	2	5099.1
51	teacher	single	telephone	jul	wed	70	2	5228.1
29	student	single	cellular	jul	thu	489	1	5228.1
34	services	divorced	telephone	sep	mon	11	1	4963.6
34	services	married	telephone	may	tue	139	1	5191
38	teacher	married	cellular	jul	fri	136	1	5228.1
31	services	single	cellular	nov	thu	475	1	5195.8
29	services	single	telephone	jul	wed	206	1	5228.1
24	management	married	cellular	jul	wed	530	2	5228.1
49	teacher	married	telephone	may	fri	133	2	5191
50	administrator	married	cellular	jul	mon	339	2	5228.1
40	administrator	married	cellular	jul	fri	310	1	5228.1
24	student	single	cellular	may	wed	66	1	5099.1
42	administrator	single	cellular	jul	fri	163	1	5228.1
28	student	single	telephone	may	thu	484	8	5191
54	technician	single	telephone	jun	mon	186	3	5228.1
34	management	married	telephone	may	fri	197	4	5191
30	administrator	single	cellular	aug	fri	714	3	5228.1
30	technician	single	cellular	jun	mon	93	1	5076.2
38	management	married	cellular	apr	fri	143	1	5099.1
23	administrator	single	cellular	may	mon	16	5	5099.1
57	management	married	cellular	jul	thu	164	1	5228.1
31	teacher	married	cellular	jul	wed	72	1	5228.1
32	management	single	cellular	jul	mon	173	6	5228.1
28	technician	single	telephone	jun	wed	262	2	5228.1
59	administrator	married	cellular	aug	wed	277	1	5076.2
37	technician	married	telephone	jul	wed	242	4	5228.1
35	housemaid	single	cellular	aug	mon	111	1	5228.1
37	teacher	married	telephone	may	wed	179	1	5191
27	teacher	single	cellular	may	thu	308	1	5099.1
18	student	single	cellular	aug	tue	642	1	5076.2
32	administrator	single	cellular	may	wed	412	1	5099.1
56	entrepreneur	married	telephone	may	mon	204	1	5191
59	housemaid	single	cellular	nov	wed	69	1	5195.8
52	administrator	married	cellular	nov	fri	139	2	5195.8
37	unemployed	single	telephone	nov	thu	76	3	5195.8
42	administrator	single	telephone	may	thu	814	2	5191
52	management	divorced	telephone	may	wed	634	2	5191
38	housemaid	divorced	cellular	nov	thu	360	1	4963.6
32	technician	single	cellular	aug	mon	90	1	5228.1
56	services	married	cellular	aug	tue	460	5	5228.1
37	administrator	married	cellular	aug	mon	86	1	5228.1
47	administrator	single	cellular	aug	wed	267	2	5228.1
34	teacher	married	cellular	may	tue	863	1	5099.1
25	administrator	single	cellular	may	wed	163	2	5099.1
31	technician	married	cellular	nov	thu	149	1	5195.8
31	administrator	married	cellular	aug	tue	157	4	5228.1
56	teacher	married	cellular	aug	fri	142	4	5228.1
19	student	single	telephone	apr	fri	1161	5	5099.1
31	services	married	telephone	jun	mon	92	5	5228.1
58	administrator	single	telephone	may	mon	1234	3	5191
29	administrator	married	cellular	may	wed	155	2	5099.1
28	teacher	married	cellular	jul	mon	225	3	5228.1
35	unknown	single	telephone	may	mon	374	6	5191
36	teacher	married	telephone	may	mon	135	2	5191
30	management	single	telephone	jun	mon	86	1	5228.1
56	technician	married	telephone	oct	wed	73	1	5195.8
38	teacher	married	telephone	jun	mon	464	1	5228.1
32	services	married	telephone	jul	tue	35	1	4991.6
33	teacher	married	telephone	jun	wed	157	6	5228.1
29	administrator	single	cellular	may	tue	76	1	5099.1
29	teacher	married	cellular	nov	tue	42	1	5195.8
39	teacher	married	cellular	apr	tue	91	1	5099.1
49	administrator	married	cellular	aug	thu	260	1	5228.1
40	technician	married	telephone	jun	fri	27	4	5228.1
32	administrator	single	telephone	may	tue	1346	1	5191
35	administrator	single	cellular	aug	tue	63	2	5228.1
49	administrator	married	telephone	jun	tue	88	6	5228.1
30	technician	single	cellular	aug	fri	153	5	5228.1
39	technician	married	cellular	jul	thu	1461	4	5228.1
54	technician	married	telephone	jun	tue	294	2	5228.1
49	retired	married	telephone	jun	mon	93	2	5228.1
42	teacher	married	telephone	jun	thu	108	4	5228.1
25	administrator	single	cellular	jul	thu	8	21	5228.1
30	unemployed	married	cellular	nov	tue	155	1	5195.8
39	teacher	married	telephone	may	fri	102	4	5191
30	administrator	single	cellular	may	mon	67	1	5099.1
45	teacher	married	telephone	jun	thu	263	1	5228.1
39	services	married	cellular	nov	tue	107	1	5195.8
31	administrator	married	telephone	may	mon	157	5	5191
48	administrator	married	cellular	nov	fri	634	4	5195.8
36	management	divorced	cellular	may	fri	423	1	5099.1
52	administrator	divorced	telephone	may	tue	136	2	5191
51	teacher	married	cellular	jul	wed	561	9	5228.1
44	administrator	single	cellular	apr	thu	804	2	5099.1
28	services	married	telephone	may	tue	285	1	5191
39	technician	married	telephone	jun	wed	249	2	5228.1
47	management	married	telephone	nov	mon	53	1	5195.8
49	teacher	married	telephone	may	thu	282	1	5191
34	technician	married	cellular	aug	mon	77	2	5228.1
34	technician	married	cellular	aug	fri	65	1	5228.1
48	technician	married	cellular	apr	wed	95	1	5099.1
41	entrepreneur	married	telephone	jul	tue	275	2	5228.1
31	technician	divorced	cellular	aug	thu	132	1	5228.1
42	teacher	married	cellular	apr	thu	35	1	5099.1
43	unknown	married	telephone	may	tue	109	2	5191
31	technician	single	telephone	oct	thu	154	1	5195.8
43	unemployed	married	telephone	may	wed	275	4	5191
48	teacher	married	cellular	nov	fri	168	2	5195.8
38	services	married	telephone	may	wed	483	2	5191
36	administrator	married	telephone	may	mon	211	2	5191
36	administrator	married	cellular	nov	thu	235	3	5195.8
45	administrator	married	cellular	aug	mon	608	1	5228.1
30	services	single	telephone	jun	mon	163	1	5228.1
36	teacher	married	telephone	jun	fri	164	3	5228.1
39	technician	married	cellular	aug	wed	145	2	5228.1
31	student	single	cellular	aug	tue	224	1	4991.6
36	entrepreneur	single	cellular	jun	tue	185	1	5076.2
58	retired	married	cellular	apr	thu	266	1	5099.1
37	entrepreneur	divorced	cellular	nov	wed	90	2	5017.5
36	technician	single	cellular	aug	tue	127	3	5228.1
49	retired	married	telephone	jun	mon	93	2	5228.1
50	teacher	married	cellular	aug	mon	123	2	5076.2
53	administrator	married	cellular	aug	thu	201	1	5228.1
39	administrator	single	telephone	may	fri	31	1	5191
37	technician	single	cellular	apr	mon	190	1	5099.1
40	teacher	married	telephone	may	mon	153	1	5191
51	administrator	divorced	cellular	may	tue	41	1	5099.1
35	services	married	cellular	jul	tue	110	3	5228.1
28	administrator	single	cellular	jul	thu	829	2	5228.1
45	teacher	married	cellular	aug	thu	124	3	5228.1
36	technician	married	cellular	apr	fri	1095	1	5099.1
43	independent	married	telephone	may	tue	744	1	5191
25	administrator	single	telephone	jul	thu	532	2	5228.1
25	teacher	married	telephone	jun	wed	329	4	5228.1
34	teacher	married	cellular	may	wed	590	1	5099.1
25	services	married	cellular	jul	wed	206	1	5228.1
33	administrator	single	telephone	may	fri	66	3	5191
31	entrepreneur	divorced	cellular	nov	tue	152	2	5195.8
24	technician	married	cellular	may	mon	342	4	5099.1
48	teacher	divorced	telephone	jul	mon	716	3	5228.1
33	administrator	single	cellular	may	thu	143	1	5099.1
39	administrator	single	cellular	apr	fri	297	1	5099.1
33	administrator	single	cellular	aug	wed	173	1	5076.2
50	services	married	telephone	may	tue	268	2	5191
78	unknown	married	cellular	sep	wed	234	1	5017.5
43	management	married	cellular	apr	mon	21	5	5099.1
24	technician	single	telephone	may	fri	447	1	5191
37	teacher	married	cellular	nov	tue	118	1	5195.8
35	entrepreneur	married	cellular	may	wed	272	4	5099.1
46	teacher	married	telephone	may	wed	274	2	5191
26	administrator	single	telephone	jun	mon	278	1	5228.1
27	technician	single	cellular	jul	fri	171	7	5228.1
35	administrator	divorced	telephone	may	tue	94	3	5191
47	services	married	telephone	jun	wed	161	2	5228.1
31	technician	married	cellular	may	fri	166	2	5099.1
52	technician	married	cellular	aug	wed	13	14	5228.1
48	administrator	married	telephone	jun	mon	65	3	5228.1
30	services	single	cellular	may	thu	41	2	5099.1
47	services	divorced	cellular	jul	mon	192	19	5228.1
47	technician	married	cellular	aug	tue	364	1	5228.1
31	teacher	single	cellular	nov	wed	522	1	5195.8
39	administrator	married	cellular	apr	fri	222	1	5099.1
23	teacher	single	cellular	jul	tue	211	1	5228.1
32	administrator	married	cellular	jul	thu	129	1	5228.1
41	teacher	married	cellular	nov	tue	77	1	5195.8
33	teacher	divorced	telephone	jul	wed	155	2	5228.1
32	management	single	telephone	may	wed	350	1	5191
31	administrator	married	cellular	jun	wed	161	1	5076.2
27	administrator	married	cellular	may	thu	466	1	5099.1
44	teacher	married	telephone	dec	mon	119	1	5176.3
29	technician	married	telephone	may	wed	192	1	5191
29	technician	divorced	telephone	jun	thu	247	1	4991.6
28	services	married	telephone	oct	fri	186	1	5017.5
41	services	married	cellular	may	wed	314	2	5099.1
50	teacher	married	cellular	aug	tue	204	1	5228.1
56	retired	married	cellular	aug	wed	687	2	5228.1
53	administrator	married	cellular	aug	wed	384	5	5228.1
47	administrator	married	telephone	jun	fri	11	4	5228.1
32	technician	married	cellular	aug	mon	151	1	5228.1
37	teacher	married	telephone	may	tue	305	2	5191
38	housemaid	divorced	cellular	nov	wed	403	2	4963.6
39	housemaid	married	telephone	may	wed	174	1	5191
33	administrator	single	telephone	jun	fri	113	1	5076.2
43	technician	single	telephone	may	wed	255	2	5191
59	retired	married	telephone	jun	thu	297	1	5228.1
38	technician	divorced	cellular	aug	fri	79	2	5228.1
32	teacher	married	cellular	jul	fri	251	2	5228.1
46	services	married	cellular	aug	wed	59	5	5228.1
41	teacher	married	telephone	may	fri	153	2	5191
31	services	divorced	cellular	may	thu	236	1	5099.1
32	administrator	single	cellular	jul	thu	185	1	5228.1
44	teacher	married	cellular	apr	mon	308	1	5099.1
31	student	single	cellular	aug	thu	375	2	4991.6
28	administrator	married	cellular	apr	thu	115	2	5099.1
35	administrator	married	telephone	may	mon	114	2	5191
34	technician	married	cellular	jun	tue	195	1	5076.2
56	administrator	married	telephone	may	fri	49	1	5191
27	independent	single	cellular	jun	tue	271	1	5076.2
33	teacher	married	telephone	jun	wed	61	23	5228.1
36	administrator	single	cellular	jul	thu	33	33	5228.1
37	administrator	single	cellular	jul	fri	844	2	4991.6
50	entrepreneur	married	telephone	jul	thu	155	2	5228.1
39	administrator	married	cellular	may	fri	895	5	5099.1
57	teacher	married	cellular	jul	tue	579	4	5228.1
36	teacher	married	telephone	may	fri	109	2	5191
39	independent	married	telephone	jun	mon	87	1	5228.1
31	technician	single	cellular	aug	fri	1123	2	5228.1
41	teacher	married	cellular	may	tue	897	4	5099.1
24	student	single	cellular	apr	thu	88	1	5099.1
35	technician	divorced	cellular	may	fri	394	1	5099.1
45	services	married	telephone	may	tue	229	1	5191
29	technician	married	cellular	jul	wed	115	5	5228.1
31	administrator	single	cellular	jul	wed	95	5	5228.1
35	services	divorced	telephone	may	wed	176	2	5191
24	administrator	single	cellular	jul	thu	320	2	5228.1
28	teacher	single	cellular	may	thu	182	1	5099.1
27	administrator	single	cellular	may	thu	172	1	5099.1
35	administrator	single	cellular	apr	fri	334	2	5099.1
45	management	married	cellular	may	thu	165	1	5008.7
50	teacher	married	cellular	jul	tue	186	2	5228.1
22	unemployed	single	telephone	jul	wed	82	3	5228.1
49	administrator	divorced	telephone	may	thu	136	3	5191
56	unemployed	married	telephone	jun	tue	197	3	5228.1
47	management	married	cellular	apr	fri	245	1	5099.1
33	unemployed	single	cellular	sep	fri	224	2	4963.6
57	teacher	married	telephone	jun	tue	171	3	5228.1
34	technician	single	telephone	jun	fri	392	2	5228.1
48	administrator	single	cellular	nov	wed	210	2	5195.8
44	teacher	divorced	telephone	may	mon	380	1	5191
28	administrator	single	cellular	jun	wed	198	1	5076.2
57	administrator	married	cellular	aug	wed	846	4	5228.1
39	unemployed	married	cellular	nov	mon	187	1	5195.8
44	teacher	married	cellular	aug	mon	312	3	5228.1
46	teacher	married	telephone	may	wed	79	2	5191
36	teacher	married	cellular	may	thu	140	3	5099.1
32	teacher	married	telephone	apr	fri	108	3	5099.1
34	services	married	cellular	jul	mon	206	6	5228.1
44	teacher	married	cellular	aug	thu	314	1	5228.1
40	services	married	telephone	jun	mon	52	1	5228.1
47	management	married	cellular	apr	mon	51	3	5099.1
37	teacher	married	telephone	jun	tue	138	3	5228.1
